gene_symbol	source	source_group	label_type	priority_axis	is_positive	is_validation_source	notes
IL20	chembl_clinical	drug	database_evidence	clinical	1	1	
IL21	chembl_clinical	drug	database_evidence	clinical	1	1	
IL22	chembl_clinical	drug	database_evidence	clinical	1	1	
IL22RA1	chembl_clinical	drug	database_evidence	clinical	1	1	
IL23A	chembl_clinical	drug	database_evidence	clinical	1	1	
IL28RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL2RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL2RB	chembl_clinical	drug	database_evidence	clinical	1	1	
IL2RG	chembl_clinical	drug	database_evidence	clinical	1	1	
IL31RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL33	chembl_clinical	drug	database_evidence	clinical	1	1	
IL3RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL4	chembl_clinical	drug	database_evidence	clinical	1	1	
IL4R	chembl_clinical	drug	database_evidence	clinical	1	1	
IL5	chembl_clinical	drug	database_evidence	clinical	1	1	
IL5RA	chembl_clinical	drug	database_evidence	clinical	1	1	
IL6	chembl_clinical	drug	database_evidence	clinical	1	1	
IL6R	chembl_clinical	drug	database_evidence	clinical	1	1	
IL6ST	chembl_clinical	drug	database_evidence	clinical	1	1	
IL8	chembl_clinical	drug	database_evidence	clinical	1	1	
IL8RB	chembl_clinical	drug	database_evidence	clinical	1	1	
IL9	chembl_clinical	drug	database_evidence	clinical	1	1	
ILES	chembl_clinical	drug	database_evidence	clinical	1	1	
IMPA1	chembl_clinical	drug	database_evidence	clinical	1	1	
IMPDH1	chembl_clinical	drug	database_evidence	clinical	1	1	
IMPDH2	chembl_clinical	drug	database_evidence	clinical	1	1	
INHA	chembl_clinical	drug	database_evidence	clinical	1	1	
INHBA	chembl_clinical	drug	database_evidence	clinical	1	1	
INPP5D	chembl_clinical	drug	database_evidence	clinical	1	1	
INSR	chembl_clinical	drug	database_evidence	clinical	1	1	
INT	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-10	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-13	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-15	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-18	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-20	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-21	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-22	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-33	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-4	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-5	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-6	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-8	chembl_clinical	drug	database_evidence	clinical	1	1	
INTERLEUKIN-9	chembl_clinical	drug	database_evidence	clinical	1	1	
IRAK1	chembl_clinical	drug	database_evidence	clinical	1	1	
IRAK4	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGA2	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGA2B	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGA4	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGA5	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGAL	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGAM	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGAV	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB1	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB2	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB3	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB5	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB6	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB7	chembl_clinical	drug	database_evidence	clinical	1	1	
ITGB8	chembl_clinical	drug	database_evidence	clinical	1	1	
ITK	chembl_clinical	drug	database_evidence	clinical	1	1	
JAK1	chembl_clinical	drug	database_evidence	clinical	1	1	
JAK2	chembl_clinical	drug	database_evidence	clinical	1	1	
JAK3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA10	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA4	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA5	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA6	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNA7	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNB1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNB2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNC1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNC2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNC3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNC4	chembl_clinical	drug	database_evidence	clinical	1	1	
KCND1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCND2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCND3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNF1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNG1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNG2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNG3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNG4	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH4	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH5	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH6	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH7	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNH8	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNJ11	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNJ2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNJ3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNJ5	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNJ8	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNK10	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNK18	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNK2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNK3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNK9	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNMA1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNN4	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNQ1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNQ2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNQ3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNQ4	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNQ5	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNS1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNS2	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNS3	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNV1	chembl_clinical	drug	database_evidence	clinical	1	1	
KCNV2	chembl_clinical	drug	database_evidence	clinical	1	1	
KDM1A	chembl_clinical	drug	database_evidence	clinical	1	1	
KDR	chembl_clinical	drug	database_evidence	clinical	1	1	
KEAP1	chembl_clinical	drug	database_evidence	clinical	1	1	
KIF11	chembl_clinical	drug	database_evidence	clinical	1	1	
KIF5B	chembl_clinical	drug	database_evidence	clinical	1	1	
KIR2DL1	chembl_clinical	drug	database_evidence	clinical	1	1	
KIR2DL2	chembl_clinical	drug	database_evidence	clinical	1	1	
KIR2DL3	chembl_clinical	drug	database_evidence	clinical	1	1	
KIR3DL2	chembl_clinical	drug	database_evidence	clinical	1	1	
KIT	chembl_clinical	drug	database_evidence	clinical	1	1	
KLB	chembl_clinical	drug	database_evidence	clinical	1	1	
KLH1	chembl_clinical	drug	database_evidence	clinical	1	1	
KLK3	chembl_clinical	drug	database_evidence	clinical	1	1	
KLKB1	chembl_clinical	drug	database_evidence	clinical	1	1	
KLRC1	chembl_clinical	drug	database_evidence	clinical	1	1	
KMT2A	chembl_clinical	drug	database_evidence	clinical	1	1	
KPC-2	chembl_clinical	drug	database_evidence	clinical	1	1	
KRAS	chembl_clinical	drug	database_evidence	clinical	1	1	
L-SELECTIN	chembl_clinical	drug	database_evidence	clinical	1	1	
LAG3	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMA1	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMA2	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMA3	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMA4	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMA5	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMB1	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMB2	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMB3	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMB4	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMC1	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMC2	chembl_clinical	drug	database_evidence	clinical	1	1	
LAMC3	chembl_clinical	drug	database_evidence	clinical	1	1	
LAP3	chembl_clinical	drug	database_evidence	clinical	1	1	
LCK	chembl_clinical	drug	database_evidence	clinical	1	1	
LEPR	chembl_clinical	drug	database_evidence	clinical	1	1	
LEUS	chembl_clinical	drug	database_evidence	clinical	1	1	
LGALS1	chembl_clinical	drug	database_evidence	clinical	1	1	
LGALS3	chembl_clinical	drug	database_evidence	clinical	1	1	
LGR4	chembl_clinical	drug	database_evidence	clinical	1	1	
LHB	chembl_clinical	drug	database_evidence	clinical	1	1	
LHCGR	chembl_clinical	drug	database_evidence	clinical	1	1	
LILRA4	chembl_clinical	drug	database_evidence	clinical	1	1	
LINGO1	chembl_clinical	drug	database_evidence	clinical	1	1	
LIPF	chembl_clinical	drug	database_evidence	clinical	1	1	
LNPEP	chembl_clinical	drug	database_evidence	clinical	1	1	
LOXL2	chembl_clinical	drug	database_evidence	clinical	1	1	
LPAR1	chembl_clinical	drug	database_evidence	clinical	1	1	
LPTD	chembl_clinical	drug	database_evidence	clinical	1	1	
LRP1	chembl_clinical	drug	database_evidence	clinical	1	1	
LTA	chembl_clinical	drug	database_evidence	clinical	1	1	
LTA4H	chembl_clinical	drug	database_evidence	clinical	1	1	
LTB	chembl_clinical	drug	database_evidence	clinical	1	1	
LTB4R	chembl_clinical	drug	database_evidence	clinical	1	1	
LTB4R2	chembl_clinical	drug	database_evidence	clinical	1	1	
LTBR	chembl_clinical	drug	database_evidence	clinical	1	1	
LVRN	chembl_clinical	drug	database_evidence	clinical	1	1	
LY6E	chembl_clinical	drug	database_evidence	clinical	1	1	
LY75	chembl_clinical	drug	database_evidence	clinical	1	1	
LY96	chembl_clinical	drug	database_evidence	clinical	1	1	
LYN	chembl_clinical	drug	database_evidence	clinical	1	1	
MADCAM1	chembl_clinical	drug	database_evidence	clinical	1	1	
MAG	chembl_clinical	drug	database_evidence	clinical	1	1	
MAGEA3	chembl_clinical	drug	database_evidence	clinical	1	1	
MAGEA4	chembl_clinical	drug	database_evidence	clinical	1	1	
MALT1	chembl_clinical	drug	database_evidence	clinical	1	1	
MAOA	chembl_clinical	drug	database_evidence	clinical	1	1	
MAOB	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP1D	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP2K1	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP2K2	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K1	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K10	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K11	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K12	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K13	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K5	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K8	chembl_clinical	drug	database_evidence	clinical	1	1	
MAP3K9	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK1	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK10	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK11	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK14	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK3	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK8	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPK9	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPKAPK2	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPKAPK5	chembl_clinical	drug	database_evidence	clinical	1	1	
MAPT	chembl_clinical	drug	database_evidence	clinical	1	1	
MARCKS	chembl_clinical	drug	database_evidence	clinical	1	1	
MAS1	chembl_clinical	drug	database_evidence	clinical	1	1	
MASP2	chembl_clinical	drug	database_evidence	clinical	1	1	
MC1R	chembl_clinical	drug	database_evidence	clinical	1	1	
MC2R	chembl_clinical	drug	database_evidence	clinical	1	1	
MC3R	chembl_clinical	drug	database_evidence	clinical	1	1	
MC4R	chembl_clinical	drug	database_evidence	clinical	1	1	
MCAM	chembl_clinical	drug	database_evidence	clinical	1	1	
MCL1	chembl_clinical	drug	database_evidence	clinical	1	1	
MDM2	chembl_clinical	drug	database_evidence	clinical	1	1	
MECA	chembl_clinical	drug	database_evidence	clinical	1	1	
MEK1	chembl_clinical	drug	database_evidence	clinical	1	1	
MEK2	chembl_clinical	drug	database_evidence	clinical	1	1	
MEN1	chembl_clinical	drug	database_evidence	clinical	1	1	
MERTK	chembl_clinical	drug	database_evidence	clinical	1	1	
MESOTHELIN	chembl_clinical	drug	database_evidence	clinical	1	1	
MET	chembl_clinical	drug	database_evidence	clinical	1	1	
METAP1	chembl_clinical	drug	database_evidence	clinical	1	1	
METAP1D	chembl_clinical	drug	database_evidence	clinical	1	1	
METAP2	chembl_clinical	drug	database_evidence	clinical	1	1	
METG	chembl_clinical	drug	database_evidence	clinical	1	1	
MFGE8	chembl_clinical	drug	database_evidence	clinical	1	1	
MGA	chembl_clinical	drug	database_evidence	clinical	1	1	
MGAM	chembl_clinical	drug	database_evidence	clinical	1	1	
MGAM2	chembl_clinical	drug	database_evidence	clinical	1	1	
MGLL	chembl_clinical	drug	database_evidence	clinical	1	1	
MIF	chembl_clinical	drug	database_evidence	clinical	1	1	
MKNK1	chembl_clinical	drug	database_evidence	clinical	1	1	
MKNK2	chembl_clinical	drug	database_evidence	clinical	1	1	
MLC1	chembl_clinical	drug	database_evidence	clinical	1	1	
MLL	chembl_clinical	drug	database_evidence	clinical	1	1	
MLNR	chembl_clinical	drug	database_evidence	clinical	1	1	
MLST8	chembl_clinical	drug	database_evidence	clinical	1	1	
MME	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP1	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP12	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP13	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP14	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP2	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP3	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP7	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP8	chembl_clinical	drug	database_evidence	clinical	1	1	
MMP9	chembl_clinical	drug	database_evidence	clinical	1	1	
MPL	chembl_clinical	drug	database_evidence	clinical	1	1	
MPO	chembl_clinical	drug	database_evidence	clinical	1	1	
MRCA	chembl_clinical	drug	database_evidence	clinical	1	1	
MRCB	chembl_clinical	drug	database_evidence	clinical	1	1	
MRDA	chembl_clinical	drug	database_evidence	clinical	1	1	
MS4A1	chembl_clinical	drug	database_evidence	clinical	1	1	
MSLN	chembl_clinical	drug	database_evidence	clinical	1	1	
MST1R	chembl_clinical	drug	database_evidence	clinical	1	1	
MSTN	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-CYB	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND1	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND2	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND3	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND4	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND4L	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND5	chembl_clinical	drug	database_evidence	clinical	1	1	
MT-ND6	chembl_clinical	drug	database_evidence	clinical	1	1	
MTNR1A	chembl_clinical	drug	database_evidence	clinical	1	1	
MTNR1B	chembl_clinical	drug	database_evidence	clinical	1	1	
MTOR	chembl_clinical	drug	database_evidence	clinical	1	1	
MTTP	chembl_clinical	drug	database_evidence	clinical	1	1	
MUC1	chembl_clinical	drug	database_evidence	clinical	1	1	
MUC16	chembl_clinical	drug	database_evidence	clinical	1	1	
MUC5AC	chembl_clinical	drug	database_evidence	clinical	1	1	
MUCIN-1	chembl_clinical	drug	database_evidence	clinical	1	1	
MURA	chembl_clinical	drug	database_evidence	clinical	1	1	
MYELOPEROXIDASE	chembl_clinical	drug	database_evidence	clinical	1	1	
MYH6	chembl_clinical	drug	database_evidence	clinical	1	1	
MYH7	chembl_clinical	drug	database_evidence	clinical	1	1	
MYH7B	chembl_clinical	drug	database_evidence	clinical	1	1	
MYL2	chembl_clinical	drug	database_evidence	clinical	1	1	
MYL3	chembl_clinical	drug	database_evidence	clinical	1	1	
MYL4	chembl_clinical	drug	database_evidence	clinical	1	1	
MYL7	chembl_clinical	drug	database_evidence	clinical	1	1	
MYOSIN-7	chembl_clinical	drug	database_evidence	clinical	1	1	
MYOSTATIN	chembl_clinical	drug	database_evidence	clinical	1	1	
NAE1	chembl_clinical	drug	database_evidence	clinical	1	1	
NAMPT	chembl_clinical	drug	database_evidence	clinical	1	1	
NAT1	chembl_clinical	drug	database_evidence	clinical	1	1	
NCAM1	chembl_clinical	drug	database_evidence	clinical	1	1	
NCBP1	chembl_clinical	drug	database_evidence	clinical	1	1	
NCBP2	chembl_clinical	drug	database_evidence	clinical	1	1	
NCSTN	chembl_clinical	drug	database_evidence	clinical	1	1	
ND2	chembl_clinical	drug	database_evidence	clinical	1	1	
ND4	chembl_clinical	drug	database_evidence	clinical	1	1	
ND6	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA10	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA11	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA12	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA13	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA3	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA4	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA4L2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA5	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA6	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA7	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA8	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFA9	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFAB1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFAF1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFAF2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFAF3	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFAF4	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB10	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB11	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB3	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB4	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB5	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB6	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB7	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB8	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFB9	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFC1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFC2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS3	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS4	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS5	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS6	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS7	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFS8	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFV1	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFV2	chembl_clinical	drug	database_evidence	clinical	1	1	
NDUFV3	chembl_clinical	drug	database_evidence	clinical	1	1	
NECTIN4	chembl_clinical	drug	database_evidence	clinical	1	1	
NET	chembl_clinical	drug	database_evidence	clinical	1	1	
NET1	chembl_clinical	drug	database_evidence	clinical	1	1	
NEUROPILIN-1	chembl_clinical	drug	database_evidence	clinical	1	1	
NFE2L2	chembl_clinical	drug	database_evidence	clinical	1	1	
NFKB1	chembl_clinical	drug	database_evidence	clinical	1	1	
NFKB2	chembl_clinical	drug	database_evidence	clinical	1	1	
NGF	chembl_clinical	drug	database_evidence	clinical	1	1	
NISCH	chembl_clinical	drug	database_evidence	clinical	1	1	
NLRP3	chembl_clinical	drug	database_evidence	clinical	1	1	
NMB	chembl_clinical	drug	database_evidence	clinical	1	1	
NOD2	chembl_clinical	drug	database_evidence	clinical	1	1	
NOS1	chembl_clinical	drug	database_evidence	clinical	1	1	
NOS2	chembl_clinical	drug	database_evidence	clinical	1	1	
NOS3	chembl_clinical	drug	database_evidence	clinical	1	1	
NOTCH1	chembl_clinical	drug	database_evidence	clinical	1	1	
NOTCH2	chembl_clinical	drug	database_evidence	clinical	1	1	
NOTCH3	chembl_clinical	drug	database_evidence	clinical	1	1	
NOX1	chembl_clinical	drug	database_evidence	clinical	1	1	
NOX4	chembl_clinical	drug	database_evidence	clinical	1	1	
NPC1L1	chembl_clinical	drug	database_evidence	clinical	1	1	
NPEPL1	chembl_clinical	drug	database_evidence	clinical	1	1	
NPEPPS	chembl_clinical	drug	database_evidence	clinical	1	1	
NPM1	chembl_clinical	drug	database_evidence	clinical	1	1	
NPR1	chembl_clinical	drug	database_evidence	clinical	1	1	
NPR2	chembl_clinical	drug	database_evidence	clinical	1	1	
NPR3	chembl_clinical	drug	database_evidence	clinical	1	1	
NPY2R	chembl_clinical	drug	database_evidence	clinical	1	1	
NPY4R	chembl_clinical	drug	database_evidence	clinical	1	1	
NPY5R	chembl_clinical	drug	database_evidence	clinical	1	1	
NQO1	chembl_clinical	drug	database_evidence	clinical	1	1	
NR1H2	chembl_clinical	drug	database_evidence	clinical	1	1	
NR1H3	chembl_clinical	drug	database_evidence	clinical	1	1	
NR1H4	chembl_clinical	drug	database_evidence	clinical	1	1	
NR3C1	chembl_clinical	drug	database_evidence	clinical	1	1	
NR3C2	chembl_clinical	drug	database_evidence	clinical	1	1	
NRAS	chembl_clinical	drug	database_evidence	clinical	1	1	
NRP1	chembl_clinical	drug	database_evidence	clinical	1	1	
NS3	chembl_clinical	drug	database_evidence	clinical	1	1	
NS4A	chembl_clinical	drug	database_evidence	clinical	1	1	
NS5A	chembl_clinical	drug	database_evidence	clinical	1	1	
NS5B	chembl_clinical	drug	database_evidence	clinical	1	1	
NT5E	chembl_clinical	drug	database_evidence	clinical	1	1	
NTRK1	chembl_clinical	drug	database_evidence	clinical	1	1	
NTRK2	chembl_clinical	drug	database_evidence	clinical	1	1	
NTRK3	chembl_clinical	drug	database_evidence	clinical	1	1	
NTSR1	chembl_clinical	drug	database_evidence	clinical	1	1	
NUCLEOPHOSMIN	chembl_clinical	drug	database_evidence	clinical	1	1	
ODC1	chembl_clinical	drug	database_evidence	clinical	1	1	
OMPD	chembl_clinical	drug	database_evidence	clinical	1	1	
OPG057	chembl_clinical	drug	database_evidence	clinical	1	1	
OPG071	chembl_clinical	drug	database_evidence	clinical	1	1	
OPRD1	chembl_clinical	drug	database_evidence	clinical	1	1	
OPRK1	chembl_clinical	drug	database_evidence	clinical	1	1	
OPRL1	chembl_clinical	drug	database_evidence	clinical	1	1	
OPRM1	chembl_clinical	drug	database_evidence	clinical	1	1	
OSMR	chembl_clinical	drug	database_evidence	clinical	1	1	
OXTR	chembl_clinical	drug	database_evidence	clinical	1	1	
P-SELECTIN	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RX3	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RX7	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RY1	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RY12	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RY2	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RY4	chembl_clinical	drug	database_evidence	clinical	1	1	
P2RY6	chembl_clinical	drug	database_evidence	clinical	1	1	
P4HB	chembl_clinical	drug	database_evidence	clinical	1	1	
P4HTM	chembl_clinical	drug	database_evidence	clinical	1	1	
P53	chembl_clinical	drug	database_evidence	clinical	1	1	
PA	chembl_clinical	drug	database_evidence	clinical	1	1	
PAGA	chembl_clinical	drug	database_evidence	clinical	1	1	
PAH	chembl_clinical	drug	database_evidence	clinical	1	1	
PAK4	chembl_clinical	drug	database_evidence	clinical	1	1	
PARC	chembl_clinical	drug	database_evidence	clinical	1	1	
PARE	chembl_clinical	drug	database_evidence	clinical	1	1	
PARP1	chembl_clinical	drug	database_evidence	clinical	1	1	
PARP2	chembl_clinical	drug	database_evidence	clinical	1	1	
PARP3	chembl_clinical	drug	database_evidence	clinical	1	1	
PB1	chembl_clinical	drug	database_evidence	clinical	1	1	
PB2	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP1A	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP1B	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP2	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP2A	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP2B	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP2X	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP3	chembl_clinical	drug	database_evidence	clinical	1	1	
PBP4	chembl_clinical	drug	database_evidence	clinical	1	1	
PBPA	chembl_clinical	drug	database_evidence	clinical	1	1	
PBPB	chembl_clinical	drug	database_evidence	clinical	1	1	
PBPC	chembl_clinical	drug	database_evidence	clinical	1	1	
PBPF	chembl_clinical	drug	database_evidence	clinical	1	1	
PCRV	chembl_clinical	drug	database_evidence	clinical	1	1	
PCSK9	chembl_clinical	drug	database_evidence	clinical	1	1	
PDCD1	chembl_clinical	drug	database_evidence	clinical	1	1	
PDCD1LG2	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE10A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE1A	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE1B	chembl_clinical	drug	database_evidence	clinical	1	1	
PDE1C	chembl_clinical	drug	database_evidence	clinical	1	1	
