gene_symbol	clinical_positive	discovery_positive	positive_source_count	clinical_sources	discovery_sources	heldout_eligible_sources
HPSE	1	0	1	chembl_clinical		chembl_clinical
HRAS	1	0	1	chembl_clinical		chembl_clinical
HRH1	1	0	1	chembl_clinical		chembl_clinical
HRH2	1	0	1	chembl_clinical		chembl_clinical
HRH3	1	0	1	chembl_clinical		chembl_clinical
HRH4	1	0	1	chembl_clinical		chembl_clinical
HSD11B1	1	0	1	chembl_clinical		chembl_clinical
HSD11B2	1	0	1	chembl_clinical		chembl_clinical
HSD3B2	1	0	1	chembl_clinical		chembl_clinical
HSP90	1	0	1	chembl_clinical		chembl_clinical
HSP90AA1	1	0	1	chembl_clinical		chembl_clinical
HSP90AB1	1	0	1	chembl_clinical		chembl_clinical
HSPA1A	1	0	1	chembl_clinical		chembl_clinical
HSPA1B	1	0	1	chembl_clinical		chembl_clinical
HSPA8	1	0	1	chembl_clinical		chembl_clinical
HTR1A	1	0	1	chembl_clinical		chembl_clinical
HTR1B	1	0	1	chembl_clinical		chembl_clinical
HTR1D	1	0	1	chembl_clinical		chembl_clinical
HTR1E	1	0	1	chembl_clinical		chembl_clinical
HTR1F	1	0	1	chembl_clinical		chembl_clinical
HTR2A	1	0	1	chembl_clinical		chembl_clinical
HTR2B	1	0	1	chembl_clinical		chembl_clinical
HTR2C	1	0	1	chembl_clinical		chembl_clinical
HTR3A	1	0	1	chembl_clinical		chembl_clinical
HTR3B	1	0	1	chembl_clinical		chembl_clinical
HTR3C	1	0	1	chembl_clinical		chembl_clinical
HTR3D	1	0	1	chembl_clinical		chembl_clinical
HTR3E	1	0	1	chembl_clinical		chembl_clinical
HTR4	1	0	1	chembl_clinical		chembl_clinical
HTR5A	1	0	1	chembl_clinical		chembl_clinical
HTR6	1	0	1	chembl_clinical		chembl_clinical
HTR7	1	0	1	chembl_clinical		chembl_clinical
HTT	1	0	1	chembl_clinical		chembl_clinical
ICAM1	1	0	1	chembl_clinical		chembl_clinical
ICAM2	0	1	1		article_context_literature:nwosu2025	article_context_literature:nwosu2025
ICAM3	1	0	1	chembl_clinical		chembl_clinical
ICOS	1	0	1	chembl_clinical		chembl_clinical
ICOSLG	1	0	1	chembl_clinical		chembl_clinical
IDH1	1	1	3	chembl_clinical;opentargets_high_evidence	article_context_literature:savage2024	article_context_literature:savage2024;chembl_clinical;opentargets_high_evidence
IDH2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
IDO1	1	0	1	chembl_clinical		chembl_clinical
IFNA1	1	0	1	chembl_clinical		chembl_clinical
IFNA10	1	0	1	chembl_clinical		chembl_clinical
IFNA13	1	0	1	chembl_clinical		chembl_clinical
IFNA14	1	0	1	chembl_clinical		chembl_clinical
IFNA16	1	0	1	chembl_clinical		chembl_clinical
IFNA17	1	0	1	chembl_clinical		chembl_clinical
IFNA2	1	0	1	chembl_clinical		chembl_clinical
IFNA21	1	0	1	chembl_clinical		chembl_clinical
IFNA4	1	0	1	chembl_clinical		chembl_clinical
IFNA5	1	0	1	chembl_clinical		chembl_clinical
IFNA6	1	0	1	chembl_clinical		chembl_clinical
IFNA7	1	0	1	chembl_clinical		chembl_clinical
IFNA8	1	0	1	chembl_clinical		chembl_clinical
IFNAR1	1	0	1	chembl_clinical		chembl_clinical
IFNAR2	1	0	1	chembl_clinical		chembl_clinical
IFNB1	1	0	1	chembl_clinical		chembl_clinical
IFNG	1	0	1	chembl_clinical		chembl_clinical
IFNGR1	1	0	1	chembl_clinical		chembl_clinical
IFNGR2	1	0	1	chembl_clinical		chembl_clinical
IFNLR1	1	0	1	chembl_clinical		chembl_clinical
IGF1	1	0	1	chembl_clinical		chembl_clinical
IGF1R	1	0	1	chembl_clinical		chembl_clinical
IGF2	1	0	1	chembl_clinical		chembl_clinical
IGHE	1	0	1	chembl_clinical		chembl_clinical
IKBKB	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
IKZF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
IKZF3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
IL-12A	1	0	1	chembl_clinical		chembl_clinical
IL-12B	1	0	1	chembl_clinical		chembl_clinical
IL10	1	0	1	chembl_clinical		chembl_clinical
IL10RA	1	0	1	chembl_clinical		chembl_clinical
IL10RB	1	0	1	chembl_clinical		chembl_clinical
IL11RA	1	0	1	chembl_clinical		chembl_clinical
IL12A	1	0	1	chembl_clinical		chembl_clinical
IL12B	1	0	1	chembl_clinical		chembl_clinical
IL13	1	0	1	chembl_clinical		chembl_clinical
IL13RA1	1	0	1	chembl_clinical		chembl_clinical
IL13RA2	1	0	1	chembl_clinical		chembl_clinical
IL15	1	0	1	chembl_clinical		chembl_clinical
IL15RA	1	0	1	chembl_clinical		chembl_clinical
IL17A	1	0	1	chembl_clinical		chembl_clinical
IL17F	1	0	1	chembl_clinical		chembl_clinical
IL17RA	1	0	1	chembl_clinical		chembl_clinical
IL18	1	0	1	chembl_clinical		chembl_clinical
IL18R1	1	0	1	chembl_clinical		chembl_clinical
IL18RAP	1	0	1	chembl_clinical		chembl_clinical
IL1A	1	0	1	chembl_clinical		chembl_clinical
IL1B	1	0	1	chembl_clinical		chembl_clinical
IL1R1	1	0	1	chembl_clinical		chembl_clinical
IL1RAP	1	0	1	chembl_clinical		chembl_clinical
IL1RL1	1	0	1	chembl_clinical		chembl_clinical
IL1RL2	1	0	1	chembl_clinical		chembl_clinical
IL20	1	0	1	chembl_clinical		chembl_clinical
IL21	1	0	1	chembl_clinical		chembl_clinical
IL22	1	0	1	chembl_clinical		chembl_clinical
IL22RA1	1	0	1	chembl_clinical		chembl_clinical
IL23A	1	0	1	chembl_clinical		chembl_clinical
IL28RA	1	0	1	chembl_clinical		chembl_clinical
IL2RA	1	0	1	chembl_clinical		chembl_clinical
IL2RB	1	0	1	chembl_clinical		chembl_clinical
IL2RG	1	0	1	chembl_clinical		chembl_clinical
IL31RA	1	0	1	chembl_clinical		chembl_clinical
IL33	1	0	1	chembl_clinical		chembl_clinical
IL3RA	1	0	1	chembl_clinical		chembl_clinical
IL4	1	0	1	chembl_clinical		chembl_clinical
IL4R	1	0	1	chembl_clinical		chembl_clinical
IL5	1	0	1	chembl_clinical		chembl_clinical
IL5RA	1	0	1	chembl_clinical		chembl_clinical
IL6	1	0	1	chembl_clinical		chembl_clinical
IL6R	1	0	1	chembl_clinical		chembl_clinical
IL6ST	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
IL7R	1	0	1	opentargets_high_evidence		opentargets_high_evidence
IL8	1	0	1	chembl_clinical		chembl_clinical
IL8RB	1	0	1	chembl_clinical		chembl_clinical
IL9	1	0	1	chembl_clinical		chembl_clinical
ILES	1	0	1	chembl_clinical		chembl_clinical
IMPA1	1	0	1	chembl_clinical		chembl_clinical
IMPDH1	1	0	1	chembl_clinical		chembl_clinical
IMPDH2	1	0	1	chembl_clinical		chembl_clinical
INHA	1	0	1	chembl_clinical		chembl_clinical
INHBA	1	0	1	chembl_clinical		chembl_clinical
INPP5D	1	0	1	chembl_clinical		chembl_clinical
INSR	1	0	1	chembl_clinical		chembl_clinical
INT	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-10	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-13	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-15	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-18	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-20	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-21	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-22	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-33	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-4	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-5	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-6	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-8	1	0	1	chembl_clinical		chembl_clinical
INTERLEUKIN-9	1	0	1	chembl_clinical		chembl_clinical
IRAK1	1	0	1	chembl_clinical		chembl_clinical
IRAK4	1	0	1	chembl_clinical		chembl_clinical
ITGA2	1	0	1	chembl_clinical		chembl_clinical
ITGA2B	1	0	1	chembl_clinical		chembl_clinical
ITGA4	1	0	1	chembl_clinical		chembl_clinical
ITGA5	1	0	1	chembl_clinical		chembl_clinical
ITGAL	1	0	1	chembl_clinical		chembl_clinical
ITGAM	1	0	1	chembl_clinical		chembl_clinical
ITGAV	1	0	1	chembl_clinical		chembl_clinical
ITGB1	1	0	1	chembl_clinical		chembl_clinical
ITGB2	1	0	1	chembl_clinical		chembl_clinical
ITGB3	1	0	1	chembl_clinical		chembl_clinical
ITGB5	1	0	1	chembl_clinical		chembl_clinical
ITGB6	1	0	1	chembl_clinical		chembl_clinical
ITGB7	1	0	1	chembl_clinical		chembl_clinical
ITGB8	1	0	1	chembl_clinical		chembl_clinical
ITK	1	0	1	chembl_clinical		chembl_clinical
JAK1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
JAK2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
JAK3	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
KAT6A	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KAT6B	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KCNA1	1	0	1	chembl_clinical		chembl_clinical
KCNA10	1	0	1	chembl_clinical		chembl_clinical
KCNA2	1	0	1	chembl_clinical		chembl_clinical
KCNA3	1	0	1	chembl_clinical		chembl_clinical
KCNA4	1	0	1	chembl_clinical		chembl_clinical
KCNA5	1	0	1	chembl_clinical		chembl_clinical
KCNA6	1	0	1	chembl_clinical		chembl_clinical
KCNA7	1	0	1	chembl_clinical		chembl_clinical
KCNB1	1	0	1	chembl_clinical		chembl_clinical
KCNB2	1	0	1	chembl_clinical		chembl_clinical
KCNC1	1	0	1	chembl_clinical		chembl_clinical
KCNC2	1	0	1	chembl_clinical		chembl_clinical
KCNC3	1	0	1	chembl_clinical		chembl_clinical
KCNC4	1	0	1	chembl_clinical		chembl_clinical
KCND1	1	0	1	chembl_clinical		chembl_clinical
KCND2	1	0	1	chembl_clinical		chembl_clinical
KCND3	1	0	1	chembl_clinical		chembl_clinical
KCNF1	1	0	1	chembl_clinical		chembl_clinical
KCNG1	1	0	1	chembl_clinical		chembl_clinical
KCNG2	1	0	1	chembl_clinical		chembl_clinical
KCNG3	1	0	1	chembl_clinical		chembl_clinical
KCNG4	1	0	1	chembl_clinical		chembl_clinical
KCNH1	1	0	1	chembl_clinical		chembl_clinical
KCNH2	1	0	1	chembl_clinical		chembl_clinical
KCNH3	1	0	1	chembl_clinical		chembl_clinical
KCNH4	1	0	1	chembl_clinical		chembl_clinical
KCNH5	1	0	1	chembl_clinical		chembl_clinical
KCNH6	1	0	1	chembl_clinical		chembl_clinical
KCNH7	1	0	1	chembl_clinical		chembl_clinical
KCNH8	1	0	1	chembl_clinical		chembl_clinical
KCNJ11	1	0	1	chembl_clinical		chembl_clinical
KCNJ2	1	0	1	chembl_clinical		chembl_clinical
KCNJ3	1	0	1	chembl_clinical		chembl_clinical
KCNJ5	1	0	1	chembl_clinical		chembl_clinical
KCNJ8	1	0	1	chembl_clinical		chembl_clinical
KCNK10	1	0	1	chembl_clinical		chembl_clinical
KCNK18	1	0	1	chembl_clinical		chembl_clinical
KCNK2	1	0	1	chembl_clinical		chembl_clinical
KCNK3	1	0	1	chembl_clinical		chembl_clinical
KCNK9	1	0	1	chembl_clinical		chembl_clinical
KCNMA1	1	0	1	chembl_clinical		chembl_clinical
KCNN4	1	0	1	chembl_clinical		chembl_clinical
KCNQ1	1	0	1	chembl_clinical		chembl_clinical
KCNQ2	1	0	1	chembl_clinical		chembl_clinical
KCNQ3	1	0	1	chembl_clinical		chembl_clinical
KCNQ4	1	0	1	chembl_clinical		chembl_clinical
KCNQ5	1	0	1	chembl_clinical		chembl_clinical
KCNS1	1	0	1	chembl_clinical		chembl_clinical
KCNS2	1	0	1	chembl_clinical		chembl_clinical
KCNS3	1	0	1	chembl_clinical		chembl_clinical
KCNV1	1	0	1	chembl_clinical		chembl_clinical
KCNV2	1	0	1	chembl_clinical		chembl_clinical
KDM1A	1	0	1	chembl_clinical		chembl_clinical
KDM5A	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KDM5C	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KDM6A	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KDR	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
KEAP1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
KIF11	1	0	1	chembl_clinical		chembl_clinical
KIF5B	1	0	1	chembl_clinical		chembl_clinical
KIR2DL1	1	0	1	chembl_clinical		chembl_clinical
KIR2DL2	1	0	1	chembl_clinical		chembl_clinical
KIR2DL3	1	0	1	chembl_clinical		chembl_clinical
KIR3DL2	1	0	1	chembl_clinical		chembl_clinical
KIT	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
KLB	1	0	1	chembl_clinical		chembl_clinical
KLH1	1	0	1	chembl_clinical		chembl_clinical
KLK3	1	0	1	chembl_clinical		chembl_clinical
KLKB1	1	0	1	chembl_clinical		chembl_clinical
KLRC1	1	0	1	chembl_clinical		chembl_clinical
KMT2A	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
KMT2C	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KMT2D	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KNL1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
KPC-2	1	0	1	chembl_clinical		chembl_clinical
KRAS	1	1	7	chembl_clinical;opentargets_high_evidence	article_context_literature:guo2025;article_context_literature:savage2024;curated_literature:Guo2025;curated_literature:OpenTargets2025;known_pdac_driver	article_context_literature:guo2025;article_context_literature:savage2024;chembl_clinical;curated_literature:Guo2025;curated_literature:OpenTargets2025;known_pdac_driver;opentargets_high_evidence
L-SELECTIN	1	0	1	chembl_clinical		chembl_clinical
LAG3	1	0	1	chembl_clinical		chembl_clinical
LAMA1	1	0	1	chembl_clinical		chembl_clinical
LAMA2	1	0	1	chembl_clinical		chembl_clinical
LAMA3	1	0	1	chembl_clinical		chembl_clinical
LAMA4	1	0	1	chembl_clinical		chembl_clinical
LAMA5	1	0	1	chembl_clinical		chembl_clinical
LAMB1	1	0	1	chembl_clinical		chembl_clinical
LAMB2	1	0	1	chembl_clinical		chembl_clinical
LAMB3	1	1	2	chembl_clinical	curated_literature:Nwosu2025	chembl_clinical;curated_literature:Nwosu2025
LAMB4	1	0	1	chembl_clinical		chembl_clinical
LAMC1	1	0	1	chembl_clinical		chembl_clinical
LAMC2	1	1	2	chembl_clinical	curated_literature:Nwosu2025	chembl_clinical;curated_literature:Nwosu2025
LAMC3	1	0	1	chembl_clinical		chembl_clinical
LAP3	1	0	1	chembl_clinical		chembl_clinical
LATS1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LATS2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LCK	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
LEF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LEPR	1	0	1	chembl_clinical		chembl_clinical
LEUS	1	0	1	chembl_clinical		chembl_clinical
LGALS1	1	0	1	chembl_clinical		chembl_clinical
LGALS3	1	0	1	chembl_clinical		chembl_clinical
LGR4	1	0	1	chembl_clinical		chembl_clinical
LHB	1	0	1	chembl_clinical		chembl_clinical
LHCGR	1	0	1	chembl_clinical		chembl_clinical
LILRA4	1	0	1	chembl_clinical		chembl_clinical
LINGO1	1	0	1	chembl_clinical		chembl_clinical
LIPF	1	0	1	chembl_clinical		chembl_clinical
LMO1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LMO2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LNPEP	1	0	1	chembl_clinical		chembl_clinical
LOXL2	1	0	1	chembl_clinical		chembl_clinical
LPAR1	1	0	1	chembl_clinical		chembl_clinical
LPP	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LPTD	1	0	1	chembl_clinical		chembl_clinical
LRIG3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LRP1	1	0	1	chembl_clinical		chembl_clinical
LRP1B	1	0	1	opentargets_high_evidence		opentargets_high_evidence
LTA	1	0	1	chembl_clinical		chembl_clinical
LTA4H	1	0	1	chembl_clinical		chembl_clinical
LTB	1	0	1	chembl_clinical		chembl_clinical
LTB4R	1	0	1	chembl_clinical		chembl_clinical
LTB4R2	1	0	1	chembl_clinical		chembl_clinical
LTBR	1	0	1	chembl_clinical		chembl_clinical
LVRN	1	0	1	chembl_clinical		chembl_clinical
LY6E	1	0	1	chembl_clinical		chembl_clinical
LY75	1	0	1	chembl_clinical		chembl_clinical
LY96	1	0	1	chembl_clinical		chembl_clinical
LYN	1	0	1	chembl_clinical		chembl_clinical
LZTR1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MADCAM1	1	0	1	chembl_clinical		chembl_clinical
MAFB	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MAG	1	0	1	chembl_clinical		chembl_clinical
MAGEA3	1	0	1	chembl_clinical		chembl_clinical
MAGEA4	1	0	1	chembl_clinical		chembl_clinical
MALT1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MAML2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MAOA	1	0	1	chembl_clinical		chembl_clinical
MAOB	1	0	1	chembl_clinical		chembl_clinical
MAP1D	1	0	1	chembl_clinical		chembl_clinical
MAP2K1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MAP2K2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MAP2K4	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MAP3K1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MAP3K10	1	0	1	chembl_clinical		chembl_clinical
MAP3K11	1	0	1	chembl_clinical		chembl_clinical
MAP3K12	1	0	1	chembl_clinical		chembl_clinical
MAP3K13	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MAP3K5	1	0	1	chembl_clinical		chembl_clinical
MAP3K8	1	0	1	chembl_clinical		chembl_clinical
MAP3K9	1	0	1	chembl_clinical		chembl_clinical
MAPK1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MAPK10	1	0	1	chembl_clinical		chembl_clinical
MAPK11	1	0	1	chembl_clinical		chembl_clinical
MAPK14	1	0	1	chembl_clinical		chembl_clinical
MAPK3	1	0	1	chembl_clinical		chembl_clinical
MAPK8	1	0	1	chembl_clinical		chembl_clinical
MAPK9	1	0	1	chembl_clinical		chembl_clinical
MAPKAPK2	1	0	1	chembl_clinical		chembl_clinical
MAPKAPK5	1	0	1	chembl_clinical		chembl_clinical
MAPT	1	0	1	chembl_clinical		chembl_clinical
MARCKS	1	0	1	chembl_clinical		chembl_clinical
MAS1	1	0	1	chembl_clinical		chembl_clinical
MASP2	1	0	1	chembl_clinical		chembl_clinical
MAT2A	0	1	1		article_context_literature:guo2025	article_context_literature:guo2025
MAX	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MC1R	1	0	1	chembl_clinical		chembl_clinical
MC2R	1	0	1	chembl_clinical		chembl_clinical
MC3R	1	0	1	chembl_clinical		chembl_clinical
MC4R	1	0	1	chembl_clinical		chembl_clinical
MCAM	1	0	1	chembl_clinical		chembl_clinical
MCL1	1	0	1	chembl_clinical		chembl_clinical
MCM4	0	1	1		curated_literature:Savage2024	curated_literature:Savage2024
MDM2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
ME1	0	1	1		article_context_literature:nwosu2025	article_context_literature:nwosu2025
MECA	1	0	1	chembl_clinical		chembl_clinical
MECOM	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MED12	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MEK1	1	0	1	chembl_clinical		chembl_clinical
MEK2	1	0	1	chembl_clinical		chembl_clinical
MEN1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MERTK	1	0	1	chembl_clinical		chembl_clinical
MESOTHELIN	1	0	1	chembl_clinical		chembl_clinical
MET	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
METAP1	1	0	1	chembl_clinical		chembl_clinical
METAP1D	1	0	1	chembl_clinical		chembl_clinical
METAP2	1	0	1	chembl_clinical		chembl_clinical
METG	1	0	1	chembl_clinical		chembl_clinical
MFGE8	1	0	1	chembl_clinical		chembl_clinical
MGA	1	0	1	chembl_clinical		chembl_clinical
MGAM	1	0	1	chembl_clinical		chembl_clinical
MGAM2	1	0	1	chembl_clinical		chembl_clinical
MGLL	1	0	1	chembl_clinical		chembl_clinical
MIF	1	0	1	chembl_clinical		chembl_clinical
MITF	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MKNK1	1	0	1	chembl_clinical		chembl_clinical
MKNK2	1	0	1	chembl_clinical		chembl_clinical
MLC1	1	0	1	chembl_clinical		chembl_clinical
MLF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MLH1	1	0	2	known_biomarker;opentargets_high_evidence		known_biomarker;opentargets_high_evidence
MLL	1	0	1	chembl_clinical		chembl_clinical
MLLT10	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MLNR	1	0	1	chembl_clinical		chembl_clinical
MLST8	1	0	1	chembl_clinical		chembl_clinical
MME	1	0	1	chembl_clinical		chembl_clinical
MMP1	1	0	1	chembl_clinical		chembl_clinical
MMP12	1	0	1	chembl_clinical		chembl_clinical
MMP13	1	0	1	chembl_clinical		chembl_clinical
MMP14	1	0	1	chembl_clinical		chembl_clinical
MMP2	1	0	1	chembl_clinical		chembl_clinical
MMP3	1	0	1	chembl_clinical		chembl_clinical
MMP7	1	0	1	chembl_clinical		chembl_clinical
MMP8	1	0	1	chembl_clinical		chembl_clinical
MMP9	1	0	1	chembl_clinical		chembl_clinical
MN1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MPL	1	0	1	chembl_clinical		chembl_clinical
MPO	1	0	1	chembl_clinical		chembl_clinical
MRCA	1	0	1	chembl_clinical		chembl_clinical
MRCB	1	0	1	chembl_clinical		chembl_clinical
MRDA	1	0	1	chembl_clinical		chembl_clinical
MRTFA	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MS4A1	1	0	1	chembl_clinical		chembl_clinical
MSH2	1	0	2	known_biomarker;opentargets_high_evidence		known_biomarker;opentargets_high_evidence
MSH6	1	0	2	known_biomarker;opentargets_high_evidence		known_biomarker;opentargets_high_evidence
MSI2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MSLN	1	1	2	chembl_clinical	curated_literature:Guo2025	chembl_clinical;curated_literature:Guo2025
MSMB	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MST1R	1	0	1	chembl_clinical		chembl_clinical
MSTN	1	0	1	chembl_clinical		chembl_clinical
MT-CYB	1	0	1	chembl_clinical		chembl_clinical
MT-ND1	1	0	1	chembl_clinical		chembl_clinical
MT-ND2	1	0	1	chembl_clinical		chembl_clinical
MT-ND3	1	0	1	chembl_clinical		chembl_clinical
MT-ND4	1	0	1	chembl_clinical		chembl_clinical
MT-ND4L	1	0	1	chembl_clinical		chembl_clinical
MT-ND5	1	0	1	chembl_clinical		chembl_clinical
MT-ND6	1	0	1	chembl_clinical		chembl_clinical
MTAP	0	1	1		article_context_literature:guo2025	article_context_literature:guo2025
MTCP1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MTNR1A	1	0	1	chembl_clinical		chembl_clinical
MTNR1B	1	0	1	chembl_clinical		chembl_clinical
MTOR	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
MTTP	1	0	1	chembl_clinical		chembl_clinical
MUC1	1	1	2	chembl_clinical	curated_literature:Guo2025	chembl_clinical;curated_literature:Guo2025
MUC16	1	0	1	chembl_clinical		chembl_clinical
MUC5AC	1	0	1	chembl_clinical		chembl_clinical
MUCIN-1	1	0	1	chembl_clinical		chembl_clinical
MURA	1	0	1	chembl_clinical		chembl_clinical
MYB	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MYC	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MYELOPEROXIDASE	1	0	1	chembl_clinical		chembl_clinical
MYH6	1	0	1	chembl_clinical		chembl_clinical
MYH7	1	0	1	chembl_clinical		chembl_clinical
MYH7B	1	0	1	chembl_clinical		chembl_clinical
MYH9	1	0	1	opentargets_high_evidence		opentargets_high_evidence
MYL2	1	0	1	chembl_clinical		chembl_clinical
MYL3	1	0	1	chembl_clinical		chembl_clinical
MYL4	1	0	1	chembl_clinical		chembl_clinical
MYL7	1	0	1	chembl_clinical		chembl_clinical
MYOSIN-7	1	0	1	chembl_clinical		chembl_clinical
MYOSTATIN	1	0	1	chembl_clinical		chembl_clinical
NAE1	1	0	1	chembl_clinical		chembl_clinical
NALF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NAMPT	1	0	1	chembl_clinical		chembl_clinical
NAT1	1	0	1	chembl_clinical		chembl_clinical
NBN	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NCAM1	1	0	1	chembl_clinical		chembl_clinical
NCBP1	1	0	1	chembl_clinical		chembl_clinical
NCBP2	1	0	1	chembl_clinical		chembl_clinical
NCOA2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NCOR1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NCOR2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NCSTN	1	0	1	chembl_clinical		chembl_clinical
ND2	1	0	1	chembl_clinical		chembl_clinical
ND4	1	0	1	chembl_clinical		chembl_clinical
ND6	1	0	1	chembl_clinical		chembl_clinical
NDRG1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
NDUFA1	1	0	1	chembl_clinical		chembl_clinical
NDUFA10	1	0	1	chembl_clinical		chembl_clinical
NDUFA11	1	0	1	chembl_clinical		chembl_clinical
NDUFA12	1	0	1	chembl_clinical		chembl_clinical
NDUFA13	1	0	1	chembl_clinical		chembl_clinical
NDUFA2	1	0	1	chembl_clinical		chembl_clinical
NDUFA3	1	0	1	chembl_clinical		chembl_clinical
NDUFA4	1	0	1	chembl_clinical		chembl_clinical
NDUFA4L2	1	0	1	chembl_clinical		chembl_clinical
NDUFA5	1	0	1	chembl_clinical		chembl_clinical
NDUFA6	1	0	1	chembl_clinical		chembl_clinical
NDUFA7	1	0	1	chembl_clinical		chembl_clinical
NDUFA8	1	0	1	chembl_clinical		chembl_clinical
NDUFA9	1	0	1	chembl_clinical		chembl_clinical
NDUFAB1	1	0	1	chembl_clinical		chembl_clinical
NDUFAF1	1	0	1	chembl_clinical		chembl_clinical
NDUFAF2	1	0	1	chembl_clinical		chembl_clinical
NDUFAF3	1	0	1	chembl_clinical		chembl_clinical
NDUFAF4	1	0	1	chembl_clinical		chembl_clinical
NDUFB1	1	0	1	chembl_clinical		chembl_clinical
NDUFB10	1	0	1	chembl_clinical		chembl_clinical
NDUFB11	1	0	1	chembl_clinical		chembl_clinical
NDUFB2	1	0	1	chembl_clinical		chembl_clinical
NDUFB3	1	0	1	chembl_clinical		chembl_clinical
